Year,Year_Num,Month_num,Month_Sin,Month_Cos,log_rate,Origin_U.S. West Coast (Los Angeles)
2022,2022,8,-0.8660254037844384,-0.5000000000000004,7.390798521735676,True
2022,2022,9,-1.0,-1.8369701987210297e-16,7.908754738783246,False
2022,2022,9,-1.0,-1.8369701987210297e-16,7.193685818395112,True
2022,2022,10,-0.8660254037844386,0.5000000000000001,7.107425474110705,True
2022,2022,11,-0.5000000000000004,0.8660254037844384,7.741099090035366,False
2022,2022,11,-0.5000000000000004,0.8660254037844384,7.0909098220799835,True
2022,2022,12,-2.4492935982947064e-16,1.0,7.139660335964919,True
2023,2023,1,0.49999999999999994,0.8660254037844387,7.107425474110705,True
2023,2023,1,0.49999999999999994,0.8660254037844387,7.560601162768557,False
2023,2023,2,0.8660254037844386,0.5000000000000001,7.115582126184454,True
2023,2023,3,1.0,6.123233995736766e-17,7.421177528595393,False
2023,2023,3,1.0,6.123233995736766e-17,7.0909098220799835,True
2023,2023,4,0.8660254037844387,-0.4999999999999998,7.123672785204607,True
2023,2023,5,0.49999999999999994,-0.8660254037844387,7.0909098220799835,True
2023,2023,5,0.49999999999999994,-0.8660254037844387,7.32052696227274,False
2023,2023,6,1.2246467991473532e-16,-1.0,6.985641817639208,True
2023,2023,6,1.2246467991473532e-16,-1.0,7.313886831633462,False
2023,2023,7,-0.4999999999999997,-0.8660254037844388,7.280008252884188,False
2023,2023,7,-0.4999999999999997,-0.8660254037844388,6.836259277277067,True
2023,2023,8,-0.8660254037844384,-0.5000000000000004,6.826545223556594,True
2023,2023,8,-0.8660254037844384,-0.5000000000000004,7.251344983372214,False
2023,2023,9,-1.0,-1.8369701987210297e-16,7.224753405767971,False
2023,2023,9,-1.0,-1.8369701987210297e-16,6.785587645007929,True
2023,2023,10,-0.8660254037844386,0.5000000000000001,6.7226297948554485,True
2023,2023,10,-0.8660254037844386,0.5000000000000001,7.20934025660291,False
2023,2023,11,-0.5000000000000004,0.8660254037844384,7.168579897264035,False
2023,2023,11,-0.5000000000000004,0.8660254037844384,6.818924065275521,True
2023,2023,12,-2.4492935982947064e-16,1.0,7.156176637480615,False
2023,2023,12,-2.4492935982947064e-16,1.0,6.787844982309579,True
2024,2024,1,0.49999999999999994,0.8660254037844387,7.156176637480615,False
2024,2024,1,0.49999999999999994,0.8660254037844387,6.734591659972948,True
2024,2024,2,0.8660254037844386,0.5000000000000001,6.725033642166843,True
2024,2024,2,0.8660254037844386,0.5000000000000001,7.126087273299125,False
2024,2024,3,1.0,6.123233995736766e-17,7.1459844677143876,False
2024,2024,3,1.0,6.123233995736766e-17,6.641182169740591,True
2024,2024,4,0.8660254037844387,-0.4999999999999998,7.142036574706803,False
2024,2024,4,0.8660254037844387,-0.4999999999999998,6.6039438246004725,True
2024,2024,5,0.49999999999999994,-0.8660254037844387,7.1569563646156364,False
2024,2024,5,0.49999999999999994,-0.8660254037844387,6.473890696352274,True
